City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,taoudenni,22.6783,-3.9836,26.97,11,71,4.18,ML,1685682915
83,kingston,17.997,-76.7936,27.53,87,20,1.03,JM,1685682780
84,klyuchi,52.2667,79.1667,26.97,23,6,3.55,RU,1685682329
85,tiksi,71.6872,128.8694,9.43,54,100,4.24,RU,1685682915
86,tchibanga,-2.85,11.0333,20.96,98,97,0.95,GA,1685682916
87,coquimbo,-29.9533,-71.3436,14.85,82,100,3.09,CL,1685682394
88,usogorsk,63.4106,48.6872,15.53,60,63,4.32,RU,1685682916
89,norilsk,69.3535,88.2027,10.46,88,100,6.56,RU,1685682916
90,imuris,30.7833,-110.8667,17.73,45,77,1.35,MX,1685682917
91,hermanus,-34.4187,19.2345,14.89,86,90,3.33,ZA,1685682333
92,utrik,11.2278,169.8474,27.47,81,100,6.36,MH,1685682347
93,tazovsky,67.4667,78.7,15.6,81,87,8.56,RU,1685682917
94,znamenskoye,57.1281,73.8282,28.08,39,80,2.96,RU,1685682917
95,ribeira grande,38.5167,-28.7,19.32,82,46,4.47,PT,1685682354
96,olonkinbyen,70.9221,-8.7187,0.46,89,100,7.95,SJ,1685682329
97,chul'man,56.8479,124.9104,14.67,54,100,5.85,RU,1685682918
98,las tunas,20.9617,-76.9511,22.8,95,100,2.17,CU,1685682918
99,carnarvon,-24.8667,113.6333,21.1,46,0,7.14,AU,1685682332
100,nemuro,43.3236,145.575,12.01,95,100,8.68,JP,1685682386
101,colonia,50.9333,6.95,11.64,66,100,4.12,DE,1685682382
102,callaway,30.153,-85.5699,22.96,78,75,3.09,US,1685682919
103,nema,57.5067,50.5011,17.83,59,14,2.48,RU,1685682919
104,tralee,52.2704,-9.7026,9.99,86,7,2.21,IE,1685682351
105,aasiaat,68.7098,-52.8699,-1.03,96,100,6.03,GL,1685682348
106,tanumah,27.1,44.1333,30.37,21,0,5.33,SA,1685682919
107,lebu,-37.6167,-73.65,12.08,91,64,3.58,CL,1685682341
108,tual,-5.6667,132.75,27.41,79,77,7.2,ID,1685682112
109,vernon,50.2581,-119.2691,20.74,34,5,1.54,CA,1685682342
110,leh,34.1667,77.5833,7.97,51,100,2.96,IN,1685682920
111,izsak,46.8045,19.3517,18.86,72,16,0.86,HU,1685682921
112,santa maria,-29.6842,-53.8069,15.1,91,0,1.62,BR,1685682888
113,massenya,11.4039,16.1705,30.96,46,93,1.46,TD,1685682921
114,san andres,12.5847,-81.7006,27.01,89,20,2.06,CO,1685682921
115,cabo san lucas,22.8909,-109.9124,23.67,79,36,6.16,MX,1685682814
116,iqaluit,63.7506,-68.5145,-2.15,86,100,5.14,CA,1685682791
117,kapa'a,22.0752,-159.319,25.99,87,100,5.66,US,1685682213
118,margaret river,-33.95,115.0667,15.65,63,99,4.56,AU,1685682922
119,manokwari,-0.8667,134.0833,28.83,72,28,2.09,ID,1685682357
120,college,64.8569,-147.8028,9.18,83,100,3.09,US,1685682342
121,warangal,18.0,79.5833,40.99,14,67,5.92,IN,1685682914
122,saipan,15.1355,145.701,30.39,100,75,9.77,MP,1685682922
123,talnakh,69.4865,88.3972,8.82,90,100,6.99,RU,1685682923
124,opuwo,-18.0607,13.84,14.13,53,0,1.65,NA,1685682419
125,pimentel,-6.8367,-79.9342,24.16,83,40,3.6,PE,1685682923
126,anadyr,64.75,177.4833,10.28,43,0,4.0,RU,1685682354
127,tofol,5.3248,163.0078,30.88,70,75,3.09,FM,1685682923
128,loiza,18.4313,-65.8802,28.37,82,20,2.57,PR,1685682924
129,concepcion,-36.827,-73.0498,12.89,100,75,3.6,CL,1685682687
130,fortuna,40.5982,-124.1573,11.19,92,100,4.12,US,1685682924
131,punta arenas,-53.15,-70.9167,8.06,71,0,9.26,CL,1685682888
132,acapulco de juarez,16.8634,-99.8901,28.9,70,0,2.57,MX,1685682750
133,san pedro pochutla,15.7333,-96.4667,27.62,85,68,1.97,MX,1685682924
134,tsarevo,42.1667,27.85,18.46,57,12,0.55,BG,1685682925
135,aegina,37.7467,23.4275,23.21,62,97,3.11,GR,1685682925
136,carauari,-4.8828,-66.8958,23.06,99,99,0.63,BR,1685682767
137,biltine,14.5333,20.9167,31.77,29,74,0.77,TD,1685682925
138,kourou,5.1552,-52.6478,23.03,88,11,2.48,GF,1685682925
139,panindicuaro,19.9667,-101.7667,19.08,68,23,1.73,MX,1685682926
140,caraballeda,10.6112,-66.8522,27.98,88,44,2.06,VE,1685682926
141,castillos,-34.1667,-53.8333,12.6,94,1,1.9,UY,1685682382
142,antalaha,-14.9003,50.2788,23.86,69,41,3.11,MG,1685682926
143,mazagao,-0.115,-51.2894,27.03,94,1,1.27,BR,1685682926
144,ishinomaki,38.4167,141.3,20.0,97,100,1.63,JP,1685682927
145,hotan,37.0997,79.9269,24.79,21,100,5.91,CN,1685682396
146,turpan,42.9333,89.1667,31.44,13,2,1.08,CN,1685682927
147,luorong,24.4058,109.6086,34.47,55,69,2.19,CN,1685682927
148,okha,53.5739,142.9478,2.69,96,100,3.46,RU,1685682928
149,khandyga,62.6667,135.6,23.11,35,25,2.28,RU,1685682394
150,reggane,26.7158,0.1714,26.66,20,0,4.38,DZ,1685682928
151,vadso,70.0744,29.7487,3.49,65,75,6.17,NO,1685682329
152,usinsk,65.9939,57.5281,16.11,52,7,7.37,RU,1685682396
153,enewetak,11.3474,162.3373,27.69,80,96,9.1,MH,1685682929
154,timimoun,29.2639,0.231,24.21,22,0,5.66,DZ,1685682929
155,qaqortoq,60.7167,-46.0333,4.27,99,100,4.88,GL,1685682381
156,balaipungut,1.05,101.2833,32.63,57,100,1.55,ID,1685682929
157,steamboat springs,40.485,-106.8317,9.08,90,100,1.54,US,1685682930
158,rakvere,59.3464,26.3558,7.36,50,2,4.28,EE,1685682930
159,dakhla,23.6848,-15.958,19.53,90,28,3.49,EH,1685682930
160,nova venecia,-18.7106,-40.4006,19.69,96,15,1.89,BR,1685682708
161,lorengau,-2.0226,147.2712,27.51,78,100,2.48,PG,1685682414
162,lompoc,34.6391,-120.4579,14.18,82,100,2.57,US,1685682380
163,sept-iles,50.2001,-66.3821,12.81,77,40,1.79,CA,1685682898
164,north bend,43.4065,-124.2243,10.65,91,0,1.54,US,1685682931
165,wangqing,43.3218,129.7634,18.73,61,99,2.07,CN,1685682931
166,bologoye,57.8799,34.1068,6.89,57,92,2.37,RU,1685682932
167,losice,52.2113,22.718,11.03,89,40,5.47,PL,1685682932
168,pangoa,-12.1167,-73.0,19.66,93,47,0.91,PE,1685682932
169,tchintabaraden,15.8969,5.7985,28.76,43,58,4.55,NE,1685682932
170,ambon,-3.6954,128.1814,32.08,80,40,1.54,ID,1685682932
171,el calafate,-50.3408,-72.2768,2.68,82,100,0.78,AR,1685682933
172,mount pearl,47.5166,-52.7813,6.36,96,100,2.57,CA,1685682933
173,al kharj,24.155,47.3346,34.32,21,86,4.6,SA,1685682933
174,papao,-17.75,-149.55,23.82,66,12,4.9,PF,1685682933
175,afaahiti,-17.75,-149.2833,22.93,68,11,5.55,PF,1685682373
176,holualoa,19.6228,-155.9522,23.91,90,100,4.12,US,1685682933
177,ilek,51.5271,53.3831,26.75,32,69,4.91,RU,1685682934
178,sendai,38.2689,140.8719,19.66,94,75,1.54,JP,1685682793
179,chonchi,-42.6128,-73.8092,8.56,80,31,5.63,CL,1685682335
180,businga,3.3333,20.8833,22.16,94,84,1.08,CD,1685682934
181,hafar al-batin,28.4328,45.9708,33.32,19,0,7.2,SA,1685682934
182,tazacorte,28.629,-17.9293,19.54,88,0,2.57,ES,1685682407
183,georgetown,5.4112,100.3354,32.96,74,40,3.6,MY,1685682335
184,brisas de zicatela,15.8369,-97.0419,28.6,82,41,2.58,MX,1685682935
185,rio grande,-32.035,-52.0986,16.62,91,0,2.43,BR,1685682935
186,paracuru,-3.41,-39.0306,26.73,90,6,3.65,BR,1685682935
187,chibougamau,49.9168,-74.3659,18.79,59,0,4.12,CA,1685682350
188,haiku-pauwela,20.9219,-156.3051,25.01,72,40,6.69,US,1685682935
189,jiangyou,31.7667,104.7167,20.17,85,100,0.46,CN,1685682935
190,kratie,12.4881,106.0188,35.77,45,86,1.61,KH,1685682936
191,hailar,49.2,119.7,19.07,32,44,7.76,CN,1685682936
192,bryne,58.7354,5.6477,9.97,89,0,1.03,NO,1685682936
193,mahibadhoo,3.7833,72.9667,28.98,77,100,7.26,MV,1685682936
194,tsiombe,-25.3,45.4833,19.97,67,0,3.02,MG,1685682370
195,jaynagar,26.5833,86.15,39.9,13,0,4.56,IN,1685682936
196,akureyri,65.6835,-18.0878,13.5,78,95,3.26,IS,1685682419
197,tolanaro,-25.0319,46.9987,21.04,83,20,8.23,MG,1685682342
198,kone,-21.0595,164.8658,24.73,71,87,3.68,NC,1685682937
199,arraial do cabo,-22.9661,-42.0278,21.45,81,4,4.76,BR,1685682138
200,nadym,65.5333,72.5167,16.98,68,89,11.46,RU,1685682373
201,nikolayevsk-on-amure,53.1406,140.73,4.55,96,100,1.71,RU,1685682937
202,ormara,25.2088,64.6357,28.9,85,28,4.9,PK,1685682937
203,labasa,-16.4167,179.3833,27.2,81,76,3.41,FJ,1685682938
204,berdigestyakh,62.0989,126.6992,19.94,28,25,3.62,RU,1685682938
205,fort bragg,35.139,-79.006,20.08,96,100,2.57,US,1685682938
206,kidal,18.4411,1.4078,29.55,15,65,3.51,ML,1685682351
207,raduzhny,62.0961,77.475,25.06,46,48,9.5,RU,1685682938
208,ouani,-12.1322,44.4258,26.63,69,5,3.71,KM,1685682938
209,goure,13.9835,10.2704,29.97,37,100,2.65,NE,1685682939
210,karratha,-20.7377,116.8463,27.89,29,0,5.08,AU,1685682939
211,palikir - national government center,6.9248,158.1611,27.39,78,100,2.62,FM,1685682939
212,labytnangi,66.6572,66.4183,16.14,68,75,7.65,RU,1685682349
213,codrington,-38.2667,141.9667,15.02,57,87,2.82,AU,1685682378
214,san clemente del tuyu,-36.3569,-56.7235,12.21,82,30,4.22,AR,1685682939
215,sodo,6.8642,37.7628,14.72,88,99,1.66,ET,1685682940
216,sumbawa besar,-8.5,117.4333,32.19,48,100,3.97,ID,1685682940
217,nantucket,41.2835,-70.0995,18.03,97,100,2.06,US,1685682940
218,toledo,39.8333,-4.0,13.26,86,88,1.94,ES,1685682940
219,dara,15.3484,-15.4799,24.04,50,69,3.54,SN,1685682940
220,ulladulla,-35.35,150.4667,18.76,69,86,2.85,AU,1685682309
221,betio village,1.358,172.9211,31.02,76,48,5.92,KI,1685682940
222,zhangye,38.9342,100.4517,24.01,22,82,3.81,CN,1685682941
223,paragominas,-2.9667,-47.4833,21.96,94,16,0.78,BR,1685682941
224,roghun,38.7826,69.8708,23.82,34,83,0.92,TJ,1685682941
225,amga,60.8953,131.9608,19.69,54,85,2.17,RU,1685682412
226,sirte,31.2089,16.5887,20.21,78,38,1.08,LY,1685682941
227,nouadhibou,20.931,-17.0347,18.99,100,100,6.17,MR,1685682941
228,howrah,22.5892,88.3103,36.0,56,36,3.09,IN,1685682070
229,villa gesell,-37.2639,-56.973,12.25,79,49,4.0,AR,1685682942
230,antofagasta,-23.65,-70.4,16.6,81,0,0.75,CL,1685682286
231,camana,-16.6228,-72.7111,17.79,83,12,3.24,PE,1685682942
232,st. john's,47.5649,-52.7093,6.82,96,100,2.57,CA,1685682349
233,puerto penasco,31.3167,-113.5333,22.17,69,46,6.71,MX,1685682753
234,isafjordur,66.0755,-23.124,10.03,88,97,6.11,IS,1685682942
235,east london,-33.0153,27.9116,15.46,53,68,2.85,ZA,1685682353
236,luderitz,-26.6481,15.1594,11.9,64,92,4.32,NA,1685682943
237,moanda,-1.5575,13.2178,21.16,97,93,1.06,GA,1685682943
238,huizen,52.2992,5.2417,11.1,75,47,3.28,NL,1685682943
239,rizokarpaso,35.6,34.375,21.63,78,99,4.9,CY,1685682943
240,mirny,62.5353,113.9611,19.02,19,9,4.02,RU,1685682943
241,al wajh,26.2455,36.4525,30.97,29,0,1.54,SA,1685682943
242,elliot lake,46.3834,-82.6331,15.75,73,60,1.7,CA,1685682944
243,la palma,33.8464,-118.0467,18.23,81,75,3.09,US,1685682944
244,jatai,-17.8814,-51.7144,15.38,93,3,1.69,BR,1685682944
245,belmonte,-15.8631,-38.8828,23.01,89,78,1.35,BR,1685682944
246,kovdor,67.5662,30.4758,2.95,83,100,6.27,RU,1685682944
247,ghat,24.9647,10.1728,24.42,27,0,2.43,LY,1685682944
248,copala,16.65,-98.9833,27.14,76,5,1.95,MX,1685682397
249,fort st. john,56.2499,-120.8529,12.94,38,20,3.09,CA,1685682825
250,kingscliff,-28.2667,153.5667,22.65,64,40,3.6,AU,1685682945
251,nadi,-17.8,177.4167,25.0,94,75,2.06,FJ,1685682401
252,newman,37.3138,-121.0208,18.99,69,0,3.44,US,1685682359
253,egilsstadir,65.2653,-14.3948,14.52,65,100,3.08,IS,1685682406
254,parkano,62.0167,23.0167,2.75,98,100,2.9,FI,1685682945
255,bardai,11.65,7.2333,25.1,59,98,5.33,NG,1685682946
256,ta`u,-14.2336,-169.5144,27.63,74,99,4.87,AS,1685682946
257,suixi,33.8907,116.7747,29.64,24,97,7.85,CN,1685682946
258,hadibu,12.65,54.0333,30.11,71,74,4.28,YE,1685682946
259,palmer,42.1584,-72.3287,19.32,81,0,0.0,US,1685682307
260,fort stockton,30.894,-102.8793,24.03,75,0,6.69,US,1685682946
261,sitka,57.0531,-135.33,10.94,76,100,2.57,US,1685682300
262,auki,-8.7676,160.7034,29.7,68,72,1.63,SB,1685682685
263,aripuana,-9.1667,-60.6333,21.94,99,98,0.75,BR,1685682947
264,oppdal,62.5943,9.6912,1.89,74,55,1.6,NO,1685682947
265,tabarka,36.9544,8.758,14.36,100,2,2.06,TN,1685682947
266,argentan,48.75,-0.0167,7.0,99,27,3.47,FR,1685682947
267,atherton,53.5237,-2.4935,10.5,73,2,2.68,GB,1685682947
268,aykhal,66.0,111.5,16.73,33,53,7.85,RU,1685682948
269,curuca,-0.7289,-47.8481,23.03,96,13,1.46,BR,1685682948
270,hammerfest,70.6634,23.6821,3.25,81,75,1.54,NO,1685682948
271,spoleto,42.7448,12.7374,15.64,89,34,1.15,IT,1685682948
272,macau,22.2006,113.5461,39.36,79,20,2.57,MO,1685682948
273,selfoss,63.9331,-20.9971,10.02,88,94,2.54,IS,1685682373
274,cabedelo,-6.9811,-34.8339,24.37,87,22,4.32,BR,1685682948
275,hidden valley,39.1623,-84.843,20.29,72,0,0.89,US,1685682949
276,ketchikan,55.3422,-131.6461,10.99,87,100,0.0,US,1685682949
277,port macquarie,-31.4333,152.9167,21.05,62,25,2.82,AU,1685682949
278,vilyuchinsk,52.9306,158.4028,10.15,90,100,1.99,RU,1685682949
279,bikenibeu village,1.3673,173.1241,30.98,74,40,3.6,KI,1685682413
280,weno,7.4515,151.8468,29.97,79,100,4.63,FM,1685682950
281,kuytun,54.3419,101.5036,20.22,41,33,3.63,RU,1685682951
282,isna,25.2934,32.554,34.35,16,83,2.9,EG,1685682951
283,susuman,62.7833,148.1667,16.32,36,76,3.88,RU,1685682951
284,chegdomyn,51.1167,133.0167,13.0,70,100,1.75,RU,1685682951
285,alofi,-19.0595,-169.9187,25.94,73,41,2.57,NU,1685682352
286,novyy urengoy,66.0833,76.6333,16.5,82,72,10.2,RU,1685682951
287,nanao,37.05,136.9667,21.29,98,100,2.0,JP,1685682951
288,tumaco,1.7986,-78.8156,24.6,90,100,3.23,CO,1685682952
289,kudahuvadhoo,2.6708,72.8944,28.24,78,100,8.07,MV,1685682952
290,nainpur,22.4333,80.1167,38.36,16,0,4.41,IN,1685682952
291,lazaro cardenas,17.9583,-102.2,25.85,73,3,1.7,MX,1685682383
292,chilaw,7.5758,79.7953,31.01,79,96,6.81,LK,1685682952
293,yuzhno-kurilsk,44.0306,145.8556,13.66,82,96,4.82,RU,1685682357
294,molina,-35.1167,-71.2833,13.85,82,100,2.06,CL,1685682953
295,lihue,21.9789,-159.3672,25.58,85,100,5.66,US,1685682953
296,port mathurin,-19.6833,63.4167,24.39,63,17,10.17,MU,1685682953
297,la'ie,21.6477,-157.9253,24.5,82,87,1.79,US,1685682357
298,chita,52.0333,113.55,17.94,32,40,6.0,RU,1685682953
299,murzuq,25.9155,13.9184,24.71,31,0,5.88,LY,1685682954
300,kalmunai,7.4167,81.8167,31.21,62,93,0.75,LK,1685682954
301,uacu cungo,-11.3634,15.1208,15.62,85,19,0.82,AO,1685682954
302,aral,40.5156,81.2636,28.6,10,99,4.72,CN,1685682954
303,grindsted,55.754,8.9123,11.47,76,82,3.09,DK,1685682954
304,nottuln,51.9333,7.35,10.35,91,19,2.08,DE,1685682954
305,bethanie,-26.4833,17.15,8.88,30,32,2.89,NA,1685682955
306,vokhtoga,58.8147,41.0461,13.36,72,88,1.86,RU,1685682955
307,savonlinna,61.8699,28.88,5.03,75,20,1.03,FI,1685682955
308,crane,31.3974,-102.3501,25.67,55,64,9.26,US,1685682361
309,sannazzaro de' burgondi,45.1023,8.9064,19.82,89,89,2.0,IT,1685682955
310,mejit,10.2753,170.8646,27.4,80,86,5.15,MH,1685682378
311,itapipoca,-3.4944,-39.5786,22.87,92,4,1.73,BR,1685682955
312,geraldton,-28.7667,114.6,20.23,45,1,5.14,AU,1685682956
313,nova sintra,14.8667,-24.7167,20.4,77,6,5.15,CV,1685682956
314,carutapera,-1.195,-46.02,24.41,91,0,1.83,BR,1685682956
315,happy valley-goose bay,53.3168,-60.3315,3.17,65,75,5.66,CA,1685682956
316,sale,34.0389,-6.8166,18.19,94,40,0.0,MA,1685682956
317,qarauyl,48.9451,79.255,22.12,34,0,5.54,KZ,1685682956
318,kiunga,-6.1219,141.2906,29.89,68,74,1.43,PG,1685682384
319,itamaraca,-7.7478,-34.8256,26.03,88,16,3.32,BR,1685682957
320,vila franca do campo,37.7167,-25.4333,16.23,90,55,1.37,PT,1685682957
321,hami,42.8,93.45,27.54,10,42,2.96,CN,1685682957
322,ceeldheer,3.8488,47.1806,28.27,75,8,6.98,SO,1685682957
323,cunit,41.1983,1.6365,18.7,67,38,1.34,ES,1685682957
324,broken hill,-31.95,141.4333,22.17,31,100,4.8,AU,1685682958
325,mahanoro,-19.9,48.8,21.79,74,88,2.15,MG,1685682958
326,quinte west,44.1834,-77.5662,22.04,72,75,0.0,CA,1685682958
327,magadan,59.5667,150.8,17.52,62,36,6.18,RU,1685682389
328,la punta,-33.1837,-66.3127,13.9,81,1,6.9,AR,1685682958
329,bayganin,48.6947,55.8742,26.31,43,15,5.79,KZ,1685682958
330,xiongzhou,25.1167,114.3,34.69,56,48,1.17,CN,1685682958
331,togur,58.3631,82.8265,27.94,39,94,5.15,RU,1685682959
332,progreso,21.2833,-89.6667,27.06,79,0,4.34,MX,1685682959
333,minas de marcona,-15.2119,-75.1103,13.3,86,15,3.97,PE,1685682959
334,bochum,51.4833,7.2167,10.61,65,48,0.89,DE,1685682959
335,spas-demensk,54.4122,34.0226,14.34,81,83,2.15,RU,1685682959
336,quellon,-43.1167,-73.6167,9.14,93,40,5.66,CL,1685682960
337,hobyo,5.3505,48.5268,28.51,74,83,8.19,SO,1685682960
338,xilin hot,43.9667,116.0333,18.54,31,24,4.08,CN,1685682960
339,nellore,14.4333,79.9667,39.45,28,75,7.12,IN,1685682960
340,cadale,2.7603,46.3222,27.88,76,58,6.67,SO,1685682960
341,nuriootpa,-34.4833,139.0,19.2,48,97,6.35,AU,1685682960
342,lospalos,-8.5186,127.0025,23.33,87,95,2.57,TL,1685682411
343,la manga del mar menor,37.6413,-0.7165,21.0,84,75,3.58,ES,1685682961
344,naze,28.3667,129.4833,24.51,94,100,10.6,JP,1685682961
345,greymouth,-42.4667,171.2,10.19,77,37,6.57,NZ,1685682961
346,nova vicosa,-17.8919,-39.3719,22.96,88,18,4.07,BR,1685682961
347,kruisfontein,-34.0033,24.7314,13.0,84,98,2.37,ZA,1685682406
348,margate,51.3813,1.3862,11.06,73,96,4.47,GB,1685682735
349,inyati,-19.6756,28.8469,13.74,69,1,2.57,ZW,1685682962
350,laascaanood,8.4774,47.3597,25.63,67,72,9.23,SO,1685682962
351,balabac,7.9868,117.0645,30.47,67,99,4.61,PH,1685682962
352,koh kong,11.6175,102.9806,30.54,69,88,4.6,KH,1685682963
353,keflavik,64.0049,-22.5624,8.95,100,100,4.12,IS,1685682963
354,borogontsy,62.6683,131.1683,21.31,39,31,3.4,RU,1685682963
355,alliston,44.1501,-79.8663,21.43,64,92,2.06,CA,1685682964
356,biloela,-24.4167,150.5,26.39,33,0,1.28,AU,1685682964
357,ballina,-28.8667,153.5667,22.1,68,20,2.58,AU,1685682964
358,kulsheim,49.6697,9.5225,10.45,86,8,1.51,DE,1685682964
359,kapuskasing,49.4169,-82.4331,17.05,82,75,2.57,CA,1685682964
360,bunia,1.5667,30.25,20.53,76,50,1.38,CD,1685682965
361,olyokminsk,60.3736,120.4264,23.17,25,23,0.94,RU,1685682382
362,montrose,38.4166,-108.2673,6.67,60,100,0.74,US,1685682965
363,adrar,20.5022,-10.0711,24.21,23,99,4.54,MR,1685682965
364,thunder bay,48.4001,-89.3168,15.99,88,75,4.12,CA,1685682733
365,sanctuary point,-35.1114,150.629,20.74,71,81,3.95,AU,1685682965
366,kupino,54.3663,77.2981,27.97,25,64,3.26,RU,1685682676
367,polovinnoye,54.7914,65.9864,27.92,39,79,3.37,RU,1685682966
